"","BusinessID","Name","City","State","Stars","Review.Count","Latitude","Longitude","Category1","Category2","Category3","Category4","Category5","Category6","Category7","Category8","Category9"
"26","Y2p07YEC8xOsYTHWf0UxiA","Tasty Chinese Restaurant","Pittsburgh","PA",3,26,40.458497,-79.9246661,"Chinese","Restaurants",NA,NA,NA,NA,NA,NA,NA
"27","g58NW9q4F09wTMiI7EIjmg","Vento's Pizza","Pittsburgh","PA",3,17,40.4653904,-79.9229971,"Pizza","Restaurants",NA,NA,NA,NA,NA,NA,NA
"28","83_p9vIqOq1TUIf3_GD7bA","Tazza D'oro Cafe & Espresso Bar","Pittsburgh","PA",4.5,117,40.4748883,-79.9188657,"Food","Coffee & Tea","Cafes","Restaurants",NA,NA,NA,NA,NA
"29","Ts4xsKPU7FNPPZRj-nRjIg","Buffalo Blues","Pittsburgh","PA",3,62,40.4583902,-79.9255146,"Bars","Restaurants","Sports Bars","Barbeque","Nightlife",NA,NA,NA,NA
"30","UtWJ8NGMg-3z28s0RzlUoQ","China Garden","Pittsburgh","PA",3,18,40.4579893,-79.9181411,"Chinese","Restaurants",NA,NA,NA,NA,NA,NA,NA
"31","B9C6j80ob0f1pwi1Cnnd1Q","Pizza Parma","Pittsburgh","PA",3,37,40.4582251,-79.9251182,"Pizza","Restaurants",NA,NA,NA,NA,NA,NA,NA
"32","tvXTHj9V5sgRoeVJW_FiTg","Jimmy Tsang's Chinese Restaurant","Pittsburgh","PA",3,12,40.4571291,-79.9334864,"Chinese","Restaurants",NA,NA,NA,NA,NA,NA,NA
"33","2SwC8wqpZC4B9iFVTgYT9A","Casbah","Pittsburgh","PA",4,276,40.458138,-79.924797,"Bars","Mediterranean","Wine Bars","Nightlife","Restaurants","Diners",NA,NA,NA
"34","PzG0XmAmtXFs6Fdnubf41g","Quiet Storm Vegetarian & Vegan Cafe","Pittsburgh","PA",4,144,40.464485,-79.935388,"Food","Coffee & Tea","Vegetarian","Restaurants",NA,NA,NA,NA,NA
"35","lHP5STO7aomlEQixH8m1aA","Pizza Perfectta","Pittsburgh","PA",4,81,40.4572561,-79.9253542,"Pizza","Restaurants",NA,NA,NA,NA,NA,NA,NA
"36","-iVcmhjfq79QoTWzrb6pKg","East End Food Co-Op","Pittsburgh","PA",4.5,79,40.4481991,-79.8954753,"Health Markets","Food","Vegetarian","Restaurants","Specialty Food",NA,NA,NA,NA
"37","l_Wey2YC6NvVUIH8vTygGg","Cafe Zinho","Pittsburgh","PA",4,69,40.4578038,-79.9274383,"Portuguese","Mediterranean","Restaurants",NA,NA,NA,NA,NA,NA
"38","qUeBDN0D8SC93KeAHhiL-g","Alla Famiglia","Pittsburgh","PA",4.5,111,40.4216209,-79.9934384,"Restaurants","Italian",NA,NA,NA,NA,NA,NA,NA
"39","LltDzuzRbAJbSrqD4JH-3A","Hunan Wok Chinese Takeout","Pittsburgh","PA",3,12,40.3919558,-79.9874081,"Chinese","Restaurants",NA,NA,NA,NA,NA,NA,NA
"40","QIJa5h2d65Bgh82zct7c7A","Frank & Shirley's Restaurant","Pittsburgh","PA",4,22,40.3886503,-79.9965975,"American (Traditional)","Diners","Restaurants",NA,NA,NA,NA,NA,NA
"41","Ga0y-XHa4os_VvoHz21bfQ","Anthony's Pizza","Pittsburgh","PA",3,12,40.396531,-79.987919,"Pizza","Restaurants",NA,NA,NA,NA,NA,NA,NA
"42","IxQ1ATP_Wg_QujO9nywzcQ","Max's Allegheny Tavern","Pittsburgh","PA",4,162,40.4551576,-79.999728,"German","Pubs","Bars","Nightlife","Restaurants",NA,NA,NA,NA
"43","TyIsuojeKcTb4Acfg7xqew","China Taste","Pittsburgh","PA",4,11,40.4541341,-79.9981189,"Chinese","Restaurants",NA,NA,NA,NA,NA,NA,NA
"44","oj8bMz76cKXQClpFTFNW9w","North Shore Deli","Pittsburgh","PA",4.5,11,40.4535473,-79.9992608,"Delis","Restaurants",NA,NA,NA,NA,NA,NA,NA
"45","k1A8pNspBPinGDivxkuDSA","Clark Bar & Grill","Pittsburgh","PA",3.5,11,40.4489884,-80.0088714,"Bars","American (Traditional)","Nightlife","Restaurants",NA,NA,NA,NA,NA
"46","e5DtayybW4jbKcDBwEUmOQ","Mullin's Diner","Pittsburgh","PA",3.5,11,40.452646,-79.993788,"American (Traditional)","Restaurants",NA,NA,NA,NA,NA,NA,NA
"47","q_BKmbdlYfQJroJVHfYMUQ","Legends of The North Shore","Pittsburgh","PA",4,94,40.4566092,-80.0015054,"Restaurants","Italian",NA,NA,NA,NA,NA,NA,NA
"48","Z101WZaISochG6g7tI2ZVw","Atria's Restaurant","Pittsburgh","PA",3,69,40.4480678,-80.0042395,"American (New)","Sandwiches","Restaurants",NA,NA,NA,NA,NA,NA
"49","Eixtf79t1_ZKaC-7J2kAWg","Pickles Pizza & Sandwich Emporium","Pittsburgh","PA",3,16,40.4535915,-80.0008071,"Pizza","Restaurants",NA,NA,NA,NA,NA,NA,NA
"50","Z0OGW8PysysRXE0dR7QxQQ","Wilson's Bar-B-Q","Pittsburgh","PA",4,20,40.4562032,-80.0144357,"Barbeque","Restaurants",NA,NA,NA,NA,NA,NA,NA
"51","yfuoL_w76WFVHcGJbw0IIg","Nick's Place","Pittsburgh","PA",3.5,11,40.484693,-80.0355244,"Pizza","Restaurants",NA,NA,NA,NA,NA,NA,NA
"52","AAcw9y30cRuMo0oa8UBiIw","Wiseguys Pizza","Pittsburgh","PA",3,12,40.4763098,-80.0311303,"Pizza","Restaurants",NA,NA,NA,NA,NA,NA,NA
"53","YUZVBdGmagwXV-yOhR-1GQ","Miller's Seafood House","Pittsburgh","PA",3,12,40.4851129,-80.0416964,"Seafood","Restaurants",NA,NA,NA,NA,NA,NA,NA
"54","OIL-eZX8d10jgWPLW-E7zA","Chubby's Pizza & Hoagies Northside","Pittsburgh","PA",2.5,14,40.4810675,-80.0413982,"Pizza","Restaurants",NA,NA,NA,NA,NA,NA,NA
"55","PSlOtPIo28BvWOzdLmRRRQ","Knossos Gyros & Sis-Kabob","Pittsburgh","PA",3.5,16,40.3959965,-80.0350383,"Polish","Greek","Restaurants",NA,NA,NA,NA,NA,NA
"56","wan0X-oHpLgGTPXqaICZCw","Huddle","Pittsburgh","PA",4,17,40.409125,-80.024957,"Bars","American (Traditional)","Nightlife","Restaurants",NA,NA,NA,NA,NA
"57","QnyzlVMyx0Exri-Lay10cA","Sushi Three","Pittsburgh","PA",3.5,23,40.3885913,-80.0493988,"Sushi Bars","Japanese","Restaurants",NA,NA,NA,NA,NA,NA
"58","81sqVj0xHyJXGYT0ip5fmQ","Green Garden","Pittsburgh","PA",2.5,13,40.38892,-80.049921,"Chinese","Restaurants",NA,NA,NA,NA,NA,NA,NA
"59","93UCt9OgWYmypZCpXtUu8g","Beto's Pizza","Pittsburgh","PA",4,145,40.4127159,-80.0303499,"Pizza","Sandwiches","Salad","Restaurants",NA,NA,NA,NA,NA
"60","ORTRrw3ClZ0Ld0LgY1H_5g","Eat'n Park Restaurant","Pittsburgh","PA",3.5,21,40.3957953,-80.0335782,"Fast Food","American (Traditional)","Restaurants",NA,NA,NA,NA,NA,NA
"61","5Udv4CASAXB2eH66TefWPQ","Cain's Saloon","Pittsburgh","PA",3.5,106,40.3897336,-80.0409102,"American (New)","Restaurants",NA,NA,NA,NA,NA,NA,NA
"62","2Igiyhi82R8_QaaPplRmCw","The Dor-Stop Restaurant","Pittsburgh","PA",4.5,275,40.396012,-80.034727,"Breakfast & Brunch","Diners","Restaurants",NA,NA,NA,NA,NA,NA
"63","Cex2R008tMFg8R5fAtf77w","Campiti's Don Pizzeria","Pittsburgh","PA",4,37,40.3966306,-80.0357966,"Pizza","Restaurants",NA,NA,NA,NA,NA,NA,NA
"64","n7G2XFGvmS3duDJ4AzjKiQ","Namaste India","Pittsburgh","PA",3,32,40.420335,-80.030114,"Indian","Restaurants",NA,NA,NA,NA,NA,NA,NA
"65","qemCNgjeYGcFsRwxW9x4xw","Bado's Pizza Grill and Ale House","Pittsburgh","PA",3.5,93,40.3886105,-80.0499034,"Italian","Bars","Pizza","Nightlife","Restaurants",NA,NA,NA,NA
"66","2X5G4Ujq0s4Wfn4TC7gX0g","D's Six Pax & Dogz","Pittsburgh","PA",4.5,288,40.432022,-79.893834,"Pubs","Bars","Hot Dogs","Nightlife","Restaurants",NA,NA,NA,NA
"67","XQ7elqSFIRogvqpiTZz-Wg","Dunning's Grill","Pittsburgh","PA",3,21,40.432599,-79.894243,"American (Traditional)","Restaurants",NA,NA,NA,NA,NA,NA,NA
"68","DzOPHyrG2XuVqKEvHCnN7w","Triangle Bar & Grill","Pittsburgh","PA",4.5,58,40.4175696,-79.8879525,"Nightlife","Bars","Sandwiches","Restaurants",NA,NA,NA,NA,NA
"69","nqRNOug4OMrYTTZg-qLxXA","Veltre's Pizza","Pittsburgh","PA",4.5,16,40.421054,-79.8862296,"Burgers","Pizza","Sandwiches","Restaurants",NA,NA,NA,NA,NA
"70","h3la53L9-OX_HlfeAySh0Q","Applebee's","Pittsburgh","PA",2.5,14,40.4273028,-79.8886844,"Bars","American (Traditional)","Burgers","Nightlife","Sports Bars","Restaurants",NA,NA,NA
"71","1vQLTKwmcmZXtNzfKEvMmA","Benihana","Pittsburgh","PA",3,52,40.392287,-80.070269,"Sushi Bars","Japanese","Restaurants",NA,NA,NA,NA,NA,NA
"72","hhNlQWaKqGbMPoeZHoL-IQ","Mad Mex - South Hills","Pittsburgh","PA",3.5,94,40.3906976,-80.070806,"Mexican","Tex-Mex","Restaurants",NA,NA,NA,NA,NA,NA
"73","SgQYRICpMdWCmY7wM2Cmcw","Max & Erma's","Pittsburgh","PA",3,20,40.3932957,-80.0656653,"American (Traditional)","Restaurants",NA,NA,NA,NA,NA,NA,NA
"74","sNmQJQWEVGheCnw5Tf4Phg","Panera Bread","Pittsburgh","PA",3.5,18,40.395932,-80.067397,"Soup","Sandwiches","Salad","Restaurants",NA,NA,NA,NA,NA
"75","jrSGpWnVJy8jqgN6XSC7Nw","Aracri's Greentree Inn","Pittsburgh","PA",3.5,15,40.4168413,-80.0454066,"Italian","American (New)","Seafood","Restaurants",NA,NA,NA,NA,NA
"76","KZXtzoI84iI1CEcAnD7OPA","Vincent's of Greentree","Pittsburgh","PA",3.5,52,40.4210420362253,-80.0501069553832,"Italian","Pizza","Restaurants",NA,NA,NA,NA,NA,NA
"77","zpNGtjBlIkDq_PLGSCPlAg","Olive Garden Italian Restaurant","Pittsburgh","PA",3.5,29,40.4198341,-80.0456525,"Bars","Salad","Wine Bars","Nightlife","Italian","Restaurants",NA,NA,NA
"78","FtjvnLhh51ZBYEpKAARaFQ","Soho","Pittsburgh","PA",3,94,40.4483207,-80.0043186,"American (New)","Restaurants",NA,NA,NA,NA,NA,NA,NA
"79","z4cCguoHdU48pj6sXMIzqg","Original Fish Market","Pittsburgh","PA",2.5,76,40.4441681,-79.994852,"Seafood","Restaurants",NA,NA,NA,NA,NA,NA,NA
"80","sbTF0cLKZH6_BP8BLARVDg","Bossa Nova","Pittsburgh","PA",2.5,29,40.4439388,-80.0006057,"Tapas Bars","Bars","Nightlife","Restaurants",NA,NA,NA,NA,NA
"81","OxIeMVcop5oxBUWANi-1Rw","Olive or Twist","Pittsburgh","PA",3.5,202,40.4429033,-80.0025614,"Bars","Cocktail Bars","Nightlife","Lounges","American (New)","Restaurants",NA,NA,NA
"82","imzKM9-mgN1Yk_RIXx3IgA","Sunseri Jimmy & Nino","Pittsburgh","PA",4,27,40.450964,-79.984628,"Food","Ethnic Food","Specialty Food","Restaurants","Italian",NA,NA,NA,NA
"83","IEHaU93HpEbdUO4z4bKzDw","Jo Jo's Restaurant","Pittsburgh","PA",3.5,18,40.4540368,-79.9814643,"American (Traditional)","Restaurants",NA,NA,NA,NA,NA,NA,NA
"84","NeUf9FyCCIN4MEseNyqkXQ","Primanti Bros.","Pittsburgh","PA",3.5,463,40.440287,-80.002585,"Bars","Restaurants","Nightlife","American (New)","Sports Bars","Sandwiches",NA,NA,NA
"85","buVALudg30kgkDusqB3yJw","Reyna Foods","Pittsburgh","PA",4,88,40.4514856,-79.9834035,"Food","Grocery","Mexican","Restaurants",NA,NA,NA,NA,NA
"86","wHi8ODv7TGmeUB02XoX-mA","Roland's Seafood Grill","Pittsburgh","PA",2.5,219,40.4505899,-79.9842832,"Seafood","Restaurants",NA,NA,NA,NA,NA,NA,NA
"87","WXpi9z1bqF9raZSW8z70Ow","Salonika Gyros","Pittsburgh","PA",3.5,44,40.4432077,-80.0021285,"Greek","Mediterranean","Restaurants",NA,NA,NA,NA,NA,NA
"88","DhDNNHZtaBxYNSqJz64ixg","La Gondola Pizzeria & Restaurant","Pittsburgh","PA",4.5,29,40.4400655,-80.0025144,"Restaurants","Italian",NA,NA,NA,NA,NA,NA,NA
"89","PxP19Rb88OQKiSMl2oWNsg","Christos Mediterranean Grille","Pittsburgh","PA",3,71,40.4432466658259,-80.0022544158648,"Greek","Mediterranean","Middle Eastern","Restaurants",NA,NA,NA,NA,NA
"90","9mwShpTgZofOujt4JfyGmw","Spaghetti Warehouse","Pittsburgh","PA",2.5,97,40.455916,-79.979271,"Restaurants","Italian",NA,NA,NA,NA,NA,NA,NA
"91","90Fqfzd8zD9AuuNBSv9lAg","Morton's The Steakhouse","Pittsburgh","PA",4,68,40.4423828265526,-80.0008723139762,"American (Traditional)","Restaurants",NA,NA,NA,NA,NA,NA,NA
"92","pvGT62T6Ci1LKOS9DL42pg","Peppi's","Pittsburgh","PA",4,24,40.436969,-80.0004543,"Sandwiches","Restaurants",NA,NA,NA,NA,NA,NA,NA
"93","A2XkbJ07hrR80t0EFgLikQ","Smithfield Cafe","Pittsburgh","PA",3.5,17,40.442558,-79.997214,"American (Traditional)","Cafes","Restaurants",NA,NA,NA,NA,NA,NA
"94","L5387MoRyx9orlRyYfCSPA","Andy's Sushi Bar","Pittsburgh","PA",4,44,40.450111,-79.9858749,"Sushi Bars","Restaurants",NA,NA,NA,NA,NA,NA,NA
"95","dHDi4wCcjsOR6vcZ8oOIoA","Sushi Kim Restaurant","Pittsburgh","PA",3,110,40.4464777,-79.9916741,"Korean","Sushi Bars","Restaurants",NA,NA,NA,NA,NA,NA
"96","41CXLCeB8z2oNdIOvnrzIA","Redfin Blues","Pittsburgh","PA",2.5,68,40.4634021,-79.9776298,"Seafood","Restaurants",NA,NA,NA,NA,NA,NA,NA
"97","l2gPB9mqiHSbpwSUa7zrjg","F. Tambellini Ristorante","Pittsburgh","PA",2,16,40.443577,-80.000162,"Restaurants","Italian",NA,NA,NA,NA,NA,NA,NA
"98","l-OmDgEd4QkZpyXVpkp2yA","Villa Reale Pizzeria & Restaurant","Pittsburgh","PA",3,26,40.4421419,-79.996955,"Pizza","Restaurants",NA,NA,NA,NA,NA,NA,NA
"99","0FgwBx7pgmNdUtsd_T8UYQ","Ruths Chris Steak House","Pittsburgh","PA",4,77,40.4394267,-80.0038037,"Steakhouses","Restaurants",NA,NA,NA,NA,NA,NA,NA
"100","SzHTdZR3yY1WBYUxkVxmUQ","Papa J's Centro","Pittsburgh","PA",3,18,40.4389116,-80.0032374,"Restaurants","Italian",NA,NA,NA,NA,NA,NA,NA
"101","xgcZN3F2f9LxLASQK_xzhw","Smallman Street Deli","Pittsburgh","PA",4,26,40.4582377,-79.97509,"Delis","Restaurants",NA,NA,NA,NA,NA,NA,NA
"102","uUorjstNslr3gkIsVGtQAg","Max & Erma's Restaurants","Pittsburgh","PA",3,13,40.4431765,-80.0042813,"American (Traditional)","Restaurants",NA,NA,NA,NA,NA,NA,NA
"103","Bza-l75OiKcMRmTYILpyfQ","Wiener World","Pittsburgh","PA",3.5,22,40.442234451829,-79.997135407783,"Hot Dogs","Restaurants",NA,NA,NA,NA,NA,NA,NA
"104","1E53rS8afK2jiLod8Jwy7A","Fu Lai Chinese Restaurant","Pittsburgh","PA",2.5,24,40.4428479,-80.0031124,"Chinese","Restaurants",NA,NA,NA,NA,NA,NA,NA
"105","AH1PrZQDIdjpKgy1z8XxUg","Zorba's Gyros","Pittsburgh","PA",3.5,26,40.4387143,-79.9994904,"Greek","Sandwiches","Salad","Restaurants",NA,NA,NA,NA,NA
"106","XmdTkxKyJd7TuDLoiic1kg","Lidia's","Pittsburgh","PA",3.5,317,40.4484631,-79.9894086,"Bars","Restaurants","Nightlife","Italian",NA,NA,NA,NA,NA
"107","nBl_NeArpL08MpoghDiA_A","Ephesus Mediterranean Kitchen","Pittsburgh","PA",3.5,82,40.4398391118939,-80.0028862631704,"Pizza","Restaurants",NA,NA,NA,NA,NA,NA,NA
"108","J011r7mUV1QhgLJ7GkrtMw","Peppi's","Pittsburgh","PA",4,45,40.450237,-79.985665,"Burgers","Restaurants",NA,NA,NA,NA,NA,NA,NA
"109","-KQ283hJkBO12u8XOrlCcQ","Original Oyster House","Pittsburgh","PA",3,99,40.4410134,-80.0019815,"Seafood","Restaurants",NA,NA,NA,NA,NA,NA,NA
"110","SvoJ3Y3uqDfB4iGUaWXh8Q","Pizza Parma","Pittsburgh","PA",3,40,40.44389,-79.9985899,"Pizza","Restaurants",NA,NA,NA,NA,NA,NA,NA
"111","6xEl2PDJulIp1PfWqa7-aA","Mullaneys Harp and Fiddle","Pittsburgh","PA",3.5,33,40.4534271,-79.9809286,"Pubs","Irish","Nightlife","Bars","Restaurants",NA,NA,NA,NA
"112","GQloL8yRHymE0SGZq-B0zQ","My Ngoc Restaurant","Pittsburgh","PA",3,12,40.4519288,-79.9824216,"Vietnamese","Restaurants",NA,NA,NA,NA,NA,NA,NA
"113","Lm_mR5xDF91OeZw97ch41g","The Lemon Grass Cafe","Pittsburgh","PA",2.5,29,40.4432622,-80.0026232,"Thai","Restaurants",NA,NA,NA,NA,NA,NA,NA
"114","KnlNwiIELDWAR686Bk2WJg","China House","Pittsburgh","PA",4,17,40.462831,-79.9516804,"Chinese","Restaurants",NA,NA,NA,NA,NA,NA,NA
"115","XzaJf6WzpU7RsXTXzx72Xg","Cafe Sam","Pittsburgh","PA",4,57,40.456227,-79.940241,"American (New)","Restaurants",NA,NA,NA,NA,NA,NA,NA
"116","PTS4MxQel-xzj5qWxVn3LQ","Angelo's Pizzeria","Pittsburgh","PA",3.5,51,40.4608026,-79.9479065,"Pizza","Restaurants",NA,NA,NA,NA,NA,NA,NA
"117","IvgKdlte_JNdd17XRxkOrg","Graziano's Pizzeria","Pittsburgh","PA",3.5,24,40.4659283,-79.9548907,"Pizza","Restaurants",NA,NA,NA,NA,NA,NA,NA
"118","bDK_jzy3Shx7jfn8_plNoA","Pizza Italia","Pittsburgh","PA",4,31,40.4626986,-79.9515229,"Pizza","Restaurants",NA,NA,NA,NA,NA,NA,NA
"119","PhIGoo9g6GBrqgH_6yZXXQ","People's Indian Restaurant","Pittsburgh","PA",4,74,40.464942,-79.9412135,"Indian","Restaurants",NA,NA,NA,NA,NA,NA,NA
"120","uBW3PIKqc-_eyG1_vdJn1w","Pho Minh","Pittsburgh","PA",4,68,40.4653958,-79.9445114,"Vietnamese","Restaurants",NA,NA,NA,NA,NA,NA,NA
"121","DsxLIr-b6WlDn9YNsVBu_A","Groceria Italiana","Pittsburgh","PA",4.5,30,40.4618603,-79.948546,"Food","Grocery","Delis","Restaurants",NA,NA,NA,NA,NA
"122","FD6OocZdFUfE2J5H0WN4fA","Armand's Bar","Pittsburgh","PA",3.5,19,40.4614622,-79.9481741,"Nightlife","Bars","Sandwiches","Restaurants",NA,NA,NA,NA,NA
"123","LN3OCT1xOedbf65xKzFSNw","Taste of India","Pittsburgh","PA",4,88,40.4657149,-79.953504,"Indian","Restaurants",NA,NA,NA,NA,NA,NA,NA
"124","tQpYnf3P3Q_OQLYYJvlV-A","Nico's Recovery Room","Pittsburgh","PA",3.5,24,40.4636708,-79.948991,"Bars","American (Traditional)","Nightlife","Restaurants",NA,NA,NA,NA,NA
"125","KH6stvNdq_aV0HvKw8P5yA","Donatelli's Italian Food Center","Pittsburgh","PA",3.5,22,40.4620697,-79.9493553,"Food","Grocery","Delis","Restaurants",NA,NA,NA,NA,NA
"126","dxCqGkhtXq-9fYEsX7Mf6Q","Tram's Kitchen","Pittsburgh","PA",4,231,40.4653491,-79.955948,"Vietnamese","Restaurants",NA,NA,NA,NA,NA,NA,NA
"127","--UE_y6auTgq3FXlvUMkbw","Ritters Diner","Pittsburgh","PA",3.5,146,40.456385,-79.9412291,"Breakfast & Brunch","American (Traditional)","Diners","Restaurants",NA,NA,NA,NA,NA
"128","YTqSkgOiiI9HG3hNH7ovfg","Lombardozzi's Restaurant","Pittsburgh","PA",3.5,26,40.4606393,-79.9471799,"Seafood","Restaurants","Italian",NA,NA,NA,NA,NA,NA
"129","vgXE1I7c9ElcfYyZfQiN1Q","Tessaro's","Pittsburgh","PA",4,292,40.4627572,-79.9506735,"Burgers","American (Traditional)","Steakhouses","Restaurants",NA,NA,NA,NA,NA
"130","-Nanlb7SYXObqQ6dZ49UOg","Pleasure Bar and Restaurant","Pittsburgh","PA",3,60,40.461739,-79.9486639,"Bars","Restaurants","Nightlife","Italian",NA,NA,NA,NA,NA
"131","3zgswf_NfBJpeAoWeTkgMA","Silky's Pub","Pittsburgh","PA",4,54,40.458267,-79.942274,"Pubs","Bars","American (Traditional)","Nightlife","Restaurants",NA,NA,NA,NA
"132","uOwuJJhGaiAzuaDY7-o14g","Boston Market","Pittsburgh","PA",3.5,14,40.4555475,-79.9415246,"Event Planning & Services","American (Traditional)","Caterers","Comfort Food","Restaurants",NA,NA,NA,NA
"133","7XXmky6YYjsvKFwho_eavg","Lot 17","Pittsburgh","PA",4,73,40.4625543,-79.950173,"Bars","American (Traditional)","Nightlife","Restaurants",NA,NA,NA,NA,NA
"134","o_wRqOpli9kyZGXlJtLLdA","The Bloomfield Sandwich Shop","Pittsburgh","PA",4,41,40.462632,-79.950246,"Breakfast & Brunch","Sandwiches","Restaurants",NA,NA,NA,NA,NA,NA
"135","5MChfa-jZfMo3vBpolkSbw","Alexander's Italian Bistro","Pittsburgh","PA",3.5,91,40.458394,-79.9436629,"Restaurants","Italian",NA,NA,NA,NA,NA,NA,NA
"136","sxeuOMBRllOHXJTaUlI9kQ","Thai Cuisine","Pittsburgh","PA",4,179,40.4625496053045,-79.9497600693115,"Thai","Restaurants",NA,NA,NA,NA,NA,NA,NA
"137","ptmsW2SSeFD2I6vspJs0lQ","The Getaway Café","Pittsburgh","PA",3,38,40.384633,-80.015649,"American (New)","Restaurants",NA,NA,NA,NA,NA,NA,NA
"138","r8jeeS3k_diihMDSu9IjlA","Fiori's Pizzaria","Pittsburgh","PA",4.5,189,40.405245,-80.018538,"Italian","Pizza","Restaurants",NA,NA,NA,NA,NA,NA
